Batting Team,Balling Team,venue,Match Date,Match Time,Over number,score after over,wickets after over,Inning score,Inning Wickets
SRH,MI,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,4,33,1,96,10
SRH,MI,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,3,27,0,96,10
SRH,MI,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,2,14,0,96,10
SRH,MI,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,1,8,0,96,10
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,20,136,7,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,19,117,7,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,18,97,7,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,17,92,6,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,16,80,5,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,15,75,5,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,14,72,5,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,13,67,5,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,12,64,4,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,11,61,3,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,10,52,3,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,9,48,3,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,8,42,2,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,7,38,2,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,6,30,2,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,5,28,2,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,4,22,1,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,3,19,0,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,2,10,0,136,7
MI,SRH,Rajiv Gandhi International Stadium,4/6/2019,14:30:00,1,1,0,136,7
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,18,145,5,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,17,144,3,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,16,131,3,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,15,123,3,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,14,114,3,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,13,108,2,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,12,96,2,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,11,94,2,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,10,80,2,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,9,74,2,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,8,68,1,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,7,61,1,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,6,53,1,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,5,47,1,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,4,35,1,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,3,30,1,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,2,10,1,152,6
DC,RCB,M.Chinnaswamy Stadium,4/7/2019,10:30:00,1,8,1,152,6
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,20,149,8,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,19,142,8,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,18,138,7,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,17,133,4,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,16,114,4,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,15,108,4,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,14,97,3,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,13,83,3,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,12,72,3,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,11,66,3,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,10,63,2,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,9,53,2,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,8,47,2,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,7,42,2,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,6,40,2,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,5,36,1,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,4,26,1,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,3,18,1,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,2,16,1,149,8
RCB,DC,M.Chinnaswamy Stadium,4/7/2019,10:30:00,1,6,0,149,8
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,13,133,2,140,2
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,12,118,2,140,2
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,11,115,2,140,2
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,10,105,1,140,2
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,9,92,1,140,2
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,8,84,0,140,2
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,7,68,0,140,2
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,6,65,0,140,2
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,5,54,0,140,2
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,4,46,0,140,2
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,3,36,0,140,2
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,2,32,0,140,2
KKR,RR,Sawai Mansingh Stadium,4/7/2019,14:30:00,1,10,0,140,2
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,20,139,3,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,19,131,3,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,18,119,3,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,17,111,3,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,16,106,3,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,15,103,2,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,14,91,2,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,13,84,2,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,12,78,2,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,11,67,1,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,10,56,1,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,9,53,1,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,8,43,1,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,7,35,1,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,6,28,1,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,5,25,1,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,4,23,1,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,3,12,1,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,2,6,1,139,3
RR,KKR,Sawai Mansingh Stadium,4/7/2019,14:30:00,1,5,0,139,3
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,19,140,4,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,18,135,3,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,17,132,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,16,119,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,15,111,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,14,105,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,13,102,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,12,90,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,11,86,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,10,69,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,9,62,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,8,55,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,7,43,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,6,38,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,5,30,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,4,24,1,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,3,18,0,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,2,9,0,151,4
PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,1,2,0,151,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,20,150,4,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,19,135,3,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,18,124,3,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,17,116,3,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,16,104,3,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,15,92,3,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,14,88,3,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,13,79,2,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,12,69,2,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,11,61,2,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,10,50,1,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,9,43,1,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,8,37,1,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,7,31,1,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,6,27,1,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,5,25,1,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,4,18,1,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,3,17,1,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,2,11,1,150,4
SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2019,14:30:00,1,3,0,150,4
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,17,105,3,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,16,93,3,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,15,85,3,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,14,77,2,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,13,73,2,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,12,68,2,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,11,63,2,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,10,57,2,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,9,49,2,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,8,46,2,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,7,43,2,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,6,40,2,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,5,35,2,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,4,33,1,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,3,25,1,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,2,14,0,111,3
CSK,KKR,MA Chidambaram Stadium,4/9/2019,14:30:00,1,12,0,111,3
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,20,108,9,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,19,93,9,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,18,87,9,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,17,79,9,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,16,77,8,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,15,75,6,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,14,70,6,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,13,63,6,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,12,56,6,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,11,49,6,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,10,47,5,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,9,44,5,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,8,37,4,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,7,33,4,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,6,29,4,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,5,24,4,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,4,16,3,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,3,9,3,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,2,8,2,108,9
KKR,CSK,MA Chidambaram Stadium,4/9/2019,14:30:00,1,6,1,108,9
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,20,198,7,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,19,183,6,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,18,166,6,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,17,158,6,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,16,144,6,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,15,135,4,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,14,128,4,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,13,109,4,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,12,94,4,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,11,76,3,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,10,65,3,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,9,62,3,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,8,58,2,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,7,53,1,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,6,50,1,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,5,41,1,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,4,29,1,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,3,28,0,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,2,14,0,198,7
MI,PBKS,Wankhede Stadium,4/10/2019,14:30:00,1,11,0,198,7
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,20,197,4,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,19,184,4,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,18,159,4,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,17,143,3,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,16,138,2,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,15,131,2,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,14,121,1,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,13,117,1,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,12,113,0,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,11,103,0,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,10,93,0,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,9,86,0,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,8,69,0,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,7,63,0,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,6,50,0,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,5,43,0,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,4,20,0,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,3,11,0,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,2,4,0,197,4
PBKS,MI,Wankhede Stadium,4/10/2019,14:30:00,1,1,0,197,4
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,20,155,6,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,19,134,5,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,18,122,5,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,17,113,4,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,16,106,4,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,15,101,4,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,14,88,4,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,13,78,4,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,12,68,4,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,11,64,4,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,10,50,4,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,9,39,4,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,8,32,4,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,7,27,4,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,6,24,4,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,5,24,3,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,4,15,3,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,3,10,2,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,2,5,2,155,6
CSK,RR,Sawai Mansingh Stadium,4/11/2019,14:30:00,1,0,1,155,6
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,20,151,7,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,19,133,7,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,18,125,6,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,17,117,6,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,16,113,6,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,15,103,6,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,14,98,5,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,13,89,5,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,12,85,5,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,11,79,5,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,10,74,4,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,9,71,4,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,8,64,3,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,7,58,3,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,6,54,3,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,5,53,2,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,4,48,2,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,3,35,1,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,2,25,0,151,7
RR,CSK,Sawai Mansingh Stadium,4/11/2019,14:30:00,1,11,0,151,7
DC,KKR,Eden Gardens,4/12/2019,14:30:00,18,167,3,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,17,162,2,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,16,148,2,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,15,138,2,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,14,130,2,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,13,118,2,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,12,105,2,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,11,98,2,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,10,88,2,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,9,75,2,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,8,72,2,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,7,62,2,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,6,57,2,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,5,55,1,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,4,45,1,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,3,32,1,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,2,15,0,180,3
DC,KKR,Eden Gardens,4/12/2019,14:30:00,1,1,0,180,3
KKR,DC,Eden Gardens,4/12/2019,14:30:00,20,178,7,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,19,168,6,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,18,160,5,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,17,144,5,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,16,134,5,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,15,122,4,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,14,111,3,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,13,95,3,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,12,86,2,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,11,77,2,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,10,72,2,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,9,64,2,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,8,62,1,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,7,58,1,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,6,41,1,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,5,40,1,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,4,29,1,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,3,17,1,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,2,11,1,178,7
KKR,DC,Eden Gardens,4/12/2019,14:30:00,1,0,1,178,7
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,19,182,6,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,18,174,5,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,17,171,3,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,16,168,2,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,15,158,2,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,14,153,2,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,13,146,1,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,12,118,1,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,11,103,1,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,10,100,1,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,9,89,1,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,8,73,1,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,7,64,1,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,6,59,0,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,5,49,0,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,4,32,0,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,3,28,0,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,2,12,0,188,6
RR,MI,Wankhede Stadium,4/13/2019,10:30:00,1,4,0,188,6
MI,RR,Wankhede Stadium,4/13/2019,10:30:00,20,187,5,187,5
MI,RR,Wankhede Stadium,4/13/2019,10:30:00,19,171,4,187,5
MI,RR,Wankhede Stadium,4/13/2019,10:30:00,18,158,3,187,5
MI,RR,Wankhede Stadium,4/13/2019,10:30:00,17,145,3,187,5
MI,RR,Wankhede Stadium,4/13/2019,10:30:00,16,135,2,187,5
MI,RR,Wankhede Stadium,4/13/2019,10:30:00,15,126,2,187,5
MI,RR,Wankhede Stadium,4/13/2019,10:30:00,14,124,2,187,5
MI,RR,Wankhede Stadium,4/13/2019,10:30:00,13,117,1,187,5
MI,RR,Wankhede Stadium,4/13/2019,10:30:00,12,104,1,187,5
MI,RR,Wankhede Stadium,4/13/2019,10:30:00,11,97,1,187,5
