Batting Team,Balling Team,venue,Match Date,Match Time,Over number,score after over,wickets after over,Inning score,Inning Wickets
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,19,159,9,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,18,139,8,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,17,119,8,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,16,115,7,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,15,106,7,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,14,97,6,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,13,84,6,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,12,75,5,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,11,67,4,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,10,56,4,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,9,51,4,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,8,49,3,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,7,44,3,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,6,42,2,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,5,39,1,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,4,31,1,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,3,19,0,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,2,16,0,169,9
CSK,MI,Wankhede Stadium,4/7/2018,14:30:00,1,7,0,169,9
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,20,165,4,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,19,160,4,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,18,143,4,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,17,140,4,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,16,121,4,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,15,117,4,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,14,112,3,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,13,101,3,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,12,97,2,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,11,83,2,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,10,65,2,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,9,62,2,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,8,52,2,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,7,43,2,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,6,39,2,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,5,26,2,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,4,22,2,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,3,12,1,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,2,7,0,165,4
MI,CSK,Wankhede Stadium,4/7/2018,14:30:00,1,5,0,165,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,18,157,4,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,17,152,4,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,16,141,4,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,15,132,3,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,14,126,3,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,13,121,3,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,12,115,3,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,11,109,3,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,10,99,3,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,9,97,2,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,8,83,2,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,7,80,2,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,6,73,2,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,5,64,2,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,4,63,1,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,3,52,0,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,2,28,0,167,4
PBKS,DC,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,1,16,0,167,4
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,20,166,7,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,19,155,6,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,18,144,6,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,17,138,6,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,16,127,6,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,15,123,5,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,14,118,4,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,13,107,3,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,12,90,3,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,11,84,3,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,10,77,2,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,9,70,2,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,8,61,2,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,7,54,2,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,6,45,1,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,5,39,1,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,4,30,1,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,3,13,1,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,2,11,0,166,7
DC,PBKS,Punjab Cricket Association IS Bindra Stadium,4/8/2018,10:30:00,1,6,0,166,7
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,18,168,6,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,17,162,5,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,16,147,5,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,15,141,4,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,14,131,3,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,13,119,3,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,12,112,3,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,11,107,3,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,10,98,3,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,9,92,3,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,8,85,3,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,7,81,2,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,6,68,2,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,5,65,1,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,4,46,1,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,3,26,1,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,2,16,1,177,6
KKR,RCB,Eden Gardens,4/8/2018,14:30:00,1,12,0,177,6
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,20,176,7,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,19,160,5,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,18,154,4,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,17,142,4,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,16,137,4,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,15,132,4,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,14,121,2,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,13,116,2,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,12,106,2,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,11,96,2,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,10,82,2,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,9,66,2,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,8,63,1,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,7,54,1,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,6,52,1,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,5,44,1,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,4,34,1,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,3,28,1,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,2,21,1,176,7
RCB,KKR,Eden Gardens,4/8/2018,14:30:00,1,14,0,176,7
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,15,123,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,14,120,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,13,114,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,12,103,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,11,96,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,10,89,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,9,79,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,8,75,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,7,64,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,6,57,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,5,45,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,4,36,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,3,24,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,2,11,1,127,1
SRH,RR,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,1,1,0,127,1
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,20,125,9,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,19,122,8,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,18,117,7,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,17,115,6,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,16,106,6,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,15,97,6,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,14,95,5,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,13,92,3,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,12,87,3,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,11,75,3,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,10,71,3,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,9,63,3,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,8,57,2,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,7,56,2,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,6,48,1,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,5,41,1,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,4,27,1,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,3,21,1,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,2,11,1,125,9
RR,SRH,Rajiv Gandhi International Stadium,4/9/2018,14:30:00,1,6,1,125,9
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,19,186,5,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,18,176,4,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,17,161,4,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,16,152,3,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,15,145,3,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,14,128,3,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,13,112,3,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,12,103,3,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,11,100,2,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,10,90,2,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,9,86,2,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,8,83,1,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,7,79,1,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,6,75,1,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,5,63,0,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,4,53,0,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,3,36,0,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,2,30,0,205,5
CSK,KKR,MA Chidambaram Stadium,4/10/2018,14:30:00,1,16,0,205,5
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,20,202,6,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,19,188,6,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,18,167,6,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,17,157,5,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,16,138,5,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,15,123,5,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,14,118,5,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,13,108,5,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,12,104,5,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,11,95,5,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,10,89,5,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,9,87,4,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,8,80,2,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,7,73,2,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,6,64,2,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,5,47,1,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,4,35,1,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,3,33,1,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,2,20,1,202,6
KKR,CSK,MA Chidambaram Stadium,4/10/2018,14:30:00,1,18,0,202,6
DC,RR,Sawai Mansingh Stadium,4/11/2018,14:30:00,6,60,4,60,4
DC,RR,Sawai Mansingh Stadium,4/11/2018,14:30:00,5,46,3,60,4
DC,RR,Sawai Mansingh Stadium,4/11/2018,14:30:00,4,36,2,60,4
DC,RR,Sawai Mansingh Stadium,4/11/2018,14:30:00,3,29,1,60,4
DC,RR,Sawai Mansingh Stadium,4/11/2018,14:30:00,2,15,1,60,4
DC,RR,Sawai Mansingh Stadium,4/11/2018,14:30:00,1,10,1,60,4
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,17,144,4,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,16,126,4,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,15,117,4,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,14,113,4,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,13,108,3,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,12,99,3,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,11,90,3,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,10,84,2,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,9,77,2,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,8,62,2,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,7,58,2,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,6,51,2,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,5,43,2,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,4,28,1,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,3,19,1,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,2,14,1,153,5
RR,DC,Sawai Mansingh Stadium,4/11/2018,14:30:00,1,6,0,153,5
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,20,151,9,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,19,137,9,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,18,136,7,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,17,133,5,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,16,124,5,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,15,121,5,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,14,114,5,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,13,107,5,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,12,104,4,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,11,94,4,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,10,87,3,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,9,81,3,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,8,73,2,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,7,63,1,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,6,56,0,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,5,42,0,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,4,38,0,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,3,28,0,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,2,15,0,151,9
SRH,MI,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,1,7,0,151,9
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,20,147,8,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,19,137,8,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,18,134,6,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,17,129,5,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,16,121,5,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,15,111,5,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,14,100,4,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,13,90,4,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,12,87,4,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,11,82,4,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,10,78,4,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,9,72,4,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,8,59,3,147,8
MI,SRH,Rajiv Gandhi International Stadium,4/12/2018,14:30:00,7,55,3,147,8
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,19,151,6,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,18,146,4,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,17,134,4,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,16,115,4,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,15,109,4,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,14,100,4,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,13,93,4,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,12,88,4,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,11,87,2,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,10,79,2,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,9,67,2,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,8,64,2,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,7,48,2,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,6,41,2,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,5,33,2,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,4,32,1,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,3,22,1,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,2,19,1,159,6
RCB,PBKS,M.Chinnaswamy Stadium,4/13/2018,14:30:00,1,10,1,159,6
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,20,195,3,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,19,184,3,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,18,179,3,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,17,171,3,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,16,160,3,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,15,148,3,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,14,137,3,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,13,134,2,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,12,119,2,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,11,113,1,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,10,104,1,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,9,85,1,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,8,68,1,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,7,63,1,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,6,53,1,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,5,50,0,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,4,29,0,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,3,25,0,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,2,23,0,195,3
DC,MI,Wankhede Stadium,4/14/2018,10:30:00,1,11,0,195,3
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,20,194,7,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,19,187,6,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,18,183,5,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,17,176,4,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,16,167,4,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,15,158,2,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,14,149,2,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,13,141,2,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,12,122,2,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,11,111,2,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,10,107,1,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,9,102,1,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,8,92,0,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,7,87,0,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,6,84,0,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,5,66,0,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,4,52,0,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,3,40,0,194,7
MI,DC,Wankhede Stadium,4/14/2018,10:30:00,2,25,0,194,7
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,19,139,5,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,18,126,5,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,17,118,4,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,16,114,4,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,15,112,3,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,14,102,3,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,13,97,3,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,12,88,3,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,11,72,3,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,10,62,3,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,9,58,3,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,8,53,2,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,7,49,2,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,6,46,2,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,5,45,1,139,5
SRH,KKR,Eden Gardens,4/14/2018,14:30:00,4,35,1,139,5
